Category,Message,transformed_msg
0,Big brother‘s really scraped the barrel with this shower of social misfits,big brother realli scrape barrel shower social misfit
0,Oops i thk i dun haf enuff... I go check then tell ü..,oop thk dun haf enuff go check tell
0,S:)8 min to go for lunch:),8 min go lunch
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey happen u switch ur cell whole day isnt good u care give call tomorrow
0,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k addi amp art get home
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor
0,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,forgot tell ü ü like number section
0,"Yup. Anything lor, if u dun wan it's ok...",yup anyth lor u dun wan ok
0,"I'm home, my love ... If your still awake ... *loving kiss*",home love still awak
0,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach cake tast lush
1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli
0,"There'll be a minor shindig at my place later tonight, you interested?",minor shindig place later tonight interest
0,Jason says it's cool if we pick some up from his place in like an hour,jason say cool pick place like hour
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobil 10 mth updat latest phone free keep ur number get extra free text ye call
0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,career tel ad u contact send free sm remov phonebook sm lt gt
0,I've reached already.,reach alreadi
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother noth problem thing told
0,K:)eng rocking in ashes:),k eng rock ash
0,Wat time r ü going to xin's hostel?,wat time r ü go xin hostel
0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morn dear shijutta great amp success day
0,Oh k:)after that placement there ah?,oh k placement ah
0,"Not for possession, especially not first offense",possess especi first offens
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt drive even mani reason call chikku hw abt dvg tht vinobanagar violenc hw hw ru problem
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,bought test yesterday someth let know exact day u get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
0,We have pizza if u want,pizza u want
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",keep see weird shit bein woah realis actual reason oh
0,Many more happy returns of the day. I wish you happy birthday.,mani happi return day wish happi birthday
0,Thinking of u ;) x,think u x
0,Orh i tot u say she now still dun believe.,orh tot u say still dun believ
0,"When you just put in the + sign, choose my number and the pin will show. Right?",put sign choos number pin show right
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,beauti life next hide thousand secret wish everi second wonder ur life gud n8
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",still mayb leav credit card get ga get back like told
1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,weekli tone readi download week new tone includ 1 crazi f 2 3 black p info n
0,Well boy am I glad G wasted all night at applebees for nothing,well boy glad g wast night applebe noth
1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,get lot cash weekend dear welcom weekend got biggest best ever cash give away
0,Ok lor... Or u wan me go look 4 u?,ok lor u wan go look 4 u
0,U wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch da canteen
0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,make life alway find time may add year life sure add life ur year gud
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey look like wrong one kappa guy number still phone want text see around
1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082
0,I'm home. Doc gave me pain meds says everything is fine.,home doc gave pain med say everyth fine
0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),é 140 ard é rest ard 180 least é price 4 é 2 bedrm 900
0,Me too! Have a lovely night xxx,love night xxx
0,Prepare to be pleasured :),prepar pleasur
0,Hi.:)technical support.providing assistance to us customer through call and email:),hi technic assist us custom call email
0,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bu
0,Whens your radio show?,when radio show
1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,uniqu user id remov send stop 87239 custom servic 08708034412
0,I'm not sure if its still available though,sure still avail though
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori
0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheer lou yeah goodnit shame u neva came c ya gailxx
0,Hi..i got the money da:),got money da
0,Ok then u tell me wat time u coming later lor.,ok u tell wat time u come later lor
0,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instruct wat e road name ur hous
0,Quite lor. But dun tell him wait he get complacent...,quit lor dun tell wait get complac
0,Sorry completely forgot * will pop em round this week if your still here?,sorri complet forgot pop em round week still
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r beauti girl ive ever seen u r babi come c common room
0,O we cant see if we can join denis and mina? Or does denis want alone time,cant see join deni mina deni want alon time
0,Sen told that he is going to join his uncle finance in cbe,sen told go join uncl financ cbe
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,yup hey one day fri ask miwa jiayin take leav go karaok
0,"Call me, i am senthil from hsbc.",call senthil hsbc
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
0,Indeed and by the way it was either or - not both !,inde way either
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent 09066649731from landlin complimentari ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150ppm
0,Holy living christ what is taking you so long,holi live christ take long
0,Ü thk of wat to eat tonight.,ü thk wat eat tonight
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come
0,We're on the opposite side from where we dropped you off,opposit side drop
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still rain heavili co e mrt ca c outsid
0,Send me your resume:-),send resum
0,Gd luck 4 ur exams :-),gd luck 4 ur exam
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,u ask next sat make ok lor
0,Sorry that was my uncle. I.ll keep in touch,sorri uncl keep touch
0,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guy doll last night patrick swayz great
1,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent 2nd attempt contact prize yesterday still await collect claim call 09061702893
1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa call would littl one like call santa xma eve call 09077818151 book time last 3min 30 c
0,Just come home. I don't want u to be miserable,come home want u miser
0,I dont know why she.s not getting your messages,dont know get messag
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",cool tyler take gon na buy drop place later tonight total order quarter got enough
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire
0,How do you plan to manage that,plan manag
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er hello thing quit go plan limp slowli home follow aa exhaust hang
0,Sorry for the delay. Yes masters,sorri delay ye master
0,Call me when u finish then i come n pick u.,call u finish come n pick u
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,privat 2004 account statement show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,oga left phone home saw ur messag hope good great weekend
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",honey pl find much sell predict nigeria mani time use import repli monday
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin build might b slightli earlier call u reach
0,"fyi I'm at usf now, swing by the room whenever",fyi usf swing room whenev
0,i can call in  &lt;#&gt;  min if thats ok,call lt gt min that ok
0,Ü no home work to do meh...,ü home work meh
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anyth valuabl 2 situat get loos
0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,mark take forev pick prescript pain come back
0,How's ur paper?,ur paper
0,Got smaller capacity one? Quite ex...,got smaller capac one quit ex
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choos babe video fgkslpopw fgkslpo
0,Im good! I have been thinking about you...,im good think
1,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave special select 2 receiv cash holiday flight inc speak live oper 2 claim 18
0,:-) :-),
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout drink tap spile seven pub ga st broad st canal ok
0,I am going to sleep. I am tired of travel.,go sleep tire travel
0,"Haha, just what I was thinkin",haha thinkin
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup give problem mayb ju leav
0,Lol no. Just trying to make your day a little more interesting,lol tri make day littl interest
0,"How long before you get reply, just defer admission til next semester",long get repli defer admiss til next semest
0,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",word checkmat chess come persian phrase shah maat mean king good
0,Po de :-):):-):-):-). No need job aha.,po de need job aha
0,Rats. Hey did u ever vote for the next themes?,rat hey u ever vote next theme
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction
0,I hope your pee burns tonite.,hope pee burn tonit
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",oh rite well im best mate pete went 4 2geva longer week
0,Yay can't wait to party together!,yay ca wait parti togeth
0,....photoshop makes my computer shut down.,make comput shut
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boy made fun today ok problem sent one messag fun
0,That's one of the issues but california is okay. No snow so its manageable,one issu california okay snow manag
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,privat 2003 account statement show 800 point call 08715203652 identifi code 42810 expir
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb tri e shoppin area one forgot e name hotel
0,"Awesome, that gonna be soon or later tonight?",awesom gon na soon later tonight
0,I need details about that online job.,need detail onlin job
0,Missing you too.pray inshah allah,miss inshah allah
0,Pls help me tell Ashley that i cant find her number oh,pl help tell ashley cant find number oh
0,S.this will increase the chance of winning.,increas chanc win
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way work lt gt year old hope doesnt bother
0,Maybe you should find something else to do instead???,mayb find someth els instead
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain right demand tri husband see
0,I liked your new house,like new hous
0,I'm fine. Hope you are also,fine hope also
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texa atm would go gre site pay test result sent
0,Same to u...,u
0,yes baby! I need to stretch open your pussy!,ye babi need stretch open pussi
0,Thanks  and ! Or bomb and date as my phone wanted to say!,thank bomb date phone want say
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey guy know breath neck get bud anyway abl get half track usf tonight
0,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",respons one power weapon 2 occupi place other alway give respons 2 care 4 u gud care
0,Nokia phone is lovly..,nokia phone
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,use auction subscript servic 18 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270
0,Sorry da..today i wont come to play..i have driving clas..,sorri wont come drive
0,I'm really sorry I lit your hair on fire,realli sorri lit hair fire
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",oh shit thought trip loooooool make much sens sofa refer sleep couch link sent went trip oh babe go celebr rent
0,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckl stuff oh
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,tension face smile face wast face innoc face face face face face face lt gt face
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead come u better respond els shall come back
0,Well. You know what i mean. Texting,well know mean text
0,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi di yiju would happi work wif ü gek1510
0,Lol! Oops sorry! Have fun.,lol oop sorri fun
0,Wat happened to the cruise thing,wat happen cruis thing
0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",know dat feelin pete wuld get em nuther place nuther time mayb
1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladi invit friend repli see stop send stop frnd 62468
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,world happiest frnd never charact dey best understand differ
0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah open chat click friend list make list easi pie
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler got minor crisi home sooner thought asap
0,When/where do I pick you up,pick
0,As usual u can call me ard 10 smth.,usual u call ard 10 smth
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,mani thing antibiot use chest abdomen gyna infect even bone infect
0,Poor girl can't go one day lmao,poor girl ca go one day lmao
0,Or just do that 6times,6time
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pl make note expos also find school anyon els vomit dog cat hous let know later
0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sound like could lot time spent chastiti devic boy take beat like good dog go loung nice long bath
0,Its worse if if uses half way then stops. Its better for him to complete it.,wors use half way stop better complet
0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miser tell u side effect birth control massiv gut wrench cramp first 2 month sleep last night
0,Send me the new number,send new number
1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow
0,2 and half years i missed your friendship:-),2 half year miss friendship
0,Oh for fuck's sake she's in like tallahassee,oh fuck sake like tallahasse
0,"Haha, that was the first person I was gonna ask",haha first person gon na ask
1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
0,Taka lor. Wat time u wan 2 come n look 4 us?,taka lor wat time u wan 2 come n look 4 us
1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw
0,I;m reaching in another 2 stops.,reach anoth 2 stop
0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore would time clean fold laundri least make bed
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show c c kiosk repli soni 4 mre film offer
0,Will you come online today night,come onlin today night
0,Then anything special?,anyth special
0,"I'm in solihull, | do you want anything?",solihul want anyth
0,Will do. Have a good day,good day
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,regret inform u nh made never actual report 2 yor local hospit 2b r sorri 4 inconveni
0,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday monday feel even go dentist hour
0,I am on the way to tirupur.,way tirupur
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min
0,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,alreadi got flaki parent suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless
0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
0,"Just dropped em off, omw back now",drop em omw back
0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sit mu wait everyon get suit take shower
0,Re your call; You didn't see my facebook huh?,call see facebook huh
0,"G says you never answer your texts, confirm/deny",g say never answer text
0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
0,Oh yah... We never cancel leh... Haha,oh yah never cancel leh haha
0,We can go 4 e normal pilates after our intro...,go 4 e normal pilat intro
0,Ok... Let u noe when i leave my house.,ok let u noe leav hous
0,"Oh yes, why is it like torture watching england?",oh ye like tortur watch england
0,Wanna do some art?! :D,wan na art
0,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,hope piss rememb gone sister someth
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl wait text text great night chat send stop stop servic
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morn boytoy yummi lip sexi bun think crave need
0,Match started.india  &lt;#&gt;  for 2,match lt gt 2
0,Once free call me sir.,free call sir
0,Hey do you want anything to buy:),hey want anyth buy
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe go ever figur go new year
0,K..k.:)congratulation ..,congratul
0,G wants to know where the fuck you are,g want know fuck
0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,cancel yeah babi well sound import understand darlin give ring later fone love kate x
0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court lt decim gt come bu stand 9
0,Ü go home liao? Ask dad to pick me up at 6...,ü go home liao ask dad pick 6
0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,omg make wed chapel frontiervil get good stuff
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail varma kept copi regard allah
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,wrong phone phone answer one assum peopl well
0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway think secur anyth lem know want drive south chill
0,I'm already back home so no probably not,alreadi back home probabl
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi ami send free phone number coupl day give access adult parti
0,I am in bus on the way to calicut,bu way calicut
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probabl much fun get messag thought id txt u co im bore jame fart night
0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,hi babi im sat bloodi bu mo wont home wan na somethin later call later ortxt back jess xx
1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcom select o2 servic ad benefit call special train advisor free mobil diall 402
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,lost 4 pound sinc doc visit last week woot woot gon na celebr stuf face
0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,u come back 4 dinner rite dad ask confirm wif u
0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,master buy bb co sale bf
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
0,I'm vivek:)i got call from your number.,vivek got call number
0,Why didn't u call on your lunch?,u call lunch
0,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left earli check co work
0,I want  &lt;#&gt;  rs da:)do you have it?,want lt gt rs da
0,I want to see your pretty pussy...,want see pretti pussi
1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttp
0,"A few people are at the game, I'm at the mall with iouri and kaila",peopl game mall iouri kaila
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent tri contact today draw show prize guarante call 09058094507 land line claim valid 12hr
1,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donat unicef asian tsunami disast support fund text donat 864233 ad next bill
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,futur plan tomorrow result today best present enjoy futur
0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want go ho 2morow wil cme got dear didnt say time
0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
0,Hey come online! Use msn... We are all there,hey come onlin use msn
0,I'm fine. Hope you are good. Do take care.,fine hope good take care
0,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen
0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo u poor thing u dun wan 2 eat u bath alreadi
0,Yar... I tot u knew dis would happen long ago already.,yar tot u knew di would happen long ago alreadi
0,You are gorgeous! keep those pix cumming :) thank you!,gorgeou keep pix cum thank
0,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade paul u txt u rememb barm want 2 talk 2 u txt
0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new year brother famili let plan meet next week readi spoil
0,So what u doing today?,u today
0,I said its okay. Sorry,said okay sorri
0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept thinkthi time lt gt pm danger
0,Networking job is there.,network job
1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvik invit friend repli see stop send stop frnd 62468
0,Dont let studying stress you out. L8r.,dont let studi stress l8r
0,That's y u haf 2 keep me busy...,u haf 2 keep busi
0,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rush work school rush go hungri
0,Which channel:-):-):):-).,channel
0,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,tell coulda real valentin u never pick noth
1,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phoni award today voda number end xxxx select receiv award match pleas call 08712300220 quot claim code 3100 standard rate app
0,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",made eta taunton plan hope still okday good see
0,I'm hungry buy smth home...,hungri buy smth home
0,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ur ok give u buz wedlunch go outsomewher 4 adrink go 2watershd 4 bit ppl fromwrk bthere love petexxx
0,My drive can only be read. I need to write,drive read need write
0,"Just looked it up and addie goes back Monday, sucks to be her",look addi goe back monday suck
0,Happy new year. Hope you are having a good semester,happi new year hope good semest
0,Esplanade lor. Where else...,esplanad lor els
0,Can you talk with me..,talk
0,"Hmph. Go head, big baller.",hmph go head big baller
0,Well its not like you actually called someone a punto. That woulda been worse.,well like actual call someon punto woulda wors
0,"Nope. Since ayo travelled, he has forgotten his guy",nope sinc ayo travel forgotten guy
0,You still around? Looking to pick up later,still around look pick later
1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,cd 4u congratul ur award cd gift voucher gift guarante freeentri 2 wkli draw xt music 87066 tnc
